Unnamed: 0,Grand Prix,Date,Winner,Car,Laps,Time,Unnamed: 7
,Switzerland,27 May 1951,Juan Manuel  Fangio  FAN,Alfa Romeo,42.0,2:07:53.640,
,Indianapolis 500,30 May 1951,Lee  Wallard  WAL,Kurtis Kraft Offenhauser,200.0,3:57:38.050,
,Belgium,17 Jun 1951,Nino  Farina  FAR,Alfa Romeo,36.0,2:45:46.200,
,France,01 Jul 1951,Juan Manuel  Fangio  FAN,Alfa Romeo,77.0,3:22:11.000,
,France,01 Jul 1951,Luigi  Fagioli  FAG,Alfa Romeo,,,
,Great Britain,14 Jul 1951,Jose Froilan  Gonzalez  GON,Ferrari,90.0,2:42:18.200,
,Germany,29 Jul 1951,Alberto  Ascari  ASC,Ferrari,20.0,3:23:03.300,
,Italy,16 Sep 1951,Alberto  Ascari  ASC,Ferrari,80.0,2:42:39.300,
,Spain,28 Oct 1951,Juan Manuel  Fangio  FAN,Alfa Romeo,70.0,2:46:54.100,
