Unnamed: 0,Grand Prix,Date,Winner,Car,Laps,Time,Unnamed: 7
,Argentina,18 Jan 1953,Alberto  Ascari  ASC,Ferrari,97,3:01:04.600,
,Indianapolis 500,30 May 1953,Bill Vukovich VUK,Kurtis Kraft Offenhauser,200,3:53:01.690,
,Netherlands,07 Jun 1953,Alberto  Ascari  ASC,Ferrari,90,2:53:35.800,
,Belgium,21 Jun 1953,Alberto  Ascari  ASC,Ferrari,36,2:48:30.300,
,France,05 Jul 1953,Mike  Hawthorn  HAW,Ferrari,60,2:44:18.600,
,Great Britain,18 Jul 1953,Alberto  Ascari  ASC,Ferrari,90,2:50:00.000,
,Germany,02 Aug 1953,Nino  Farina  FAR,Ferrari,18,3:02:25.000,
,Switzerland,23 Aug 1953,Alberto  Ascari  ASC,Ferrari,65,3:01:34.400,
,Italy,13 Sep 1953,Juan Manuel  Fangio  FAN,Maserati,80,2:49:45.900,
