Unnamed: 0,Grand Prix,Date,Winner,Car,Laps,Time,Unnamed: 7
,Netherlands,20 May 1962,Graham  Hill  HIL,BRM,80,2:11:02.100,
,Monaco,03 Jun 1962,Bruce  McLaren  MCL,Cooper Climax,100,2:46:29.700,
,Belgium,17 Jun 1962,Jim  Clark  CLA,Lotus Climax,32,2:07:32.300,
,France,08 Jul 1962,Dan  Gurney  GUR,Porsche,54,2:07:35.500,
,Great Britain,21 Jul 1962,Jim  Clark  CLA,Lotus Climax,75,2:26:20.800,
,Germany,05 Aug 1962,Graham  Hill  HIL,BRM,15,2:38:45.300,
,Italy,16 Sep 1962,Graham  Hill  HIL,BRM,86,2:29:08.400,
,United States,07 Oct 1962,Jim  Clark  CLA,Lotus Climax,100,2:07:13.000,
,South Africa,29 Dec 1962,Graham  Hill  HIL,BRM,82,2:08:03.300,
