Unnamed: 0,Grand Prix,Date,Winner,Car,Laps,Time,Unnamed: 7
,Monaco,10 May 1959,Jack  Brabham  BRA,Cooper Climax,100,2:55:51.300,
,Indianapolis 500,30 May 1959,Rodger  Ward  WAR,Watson Offenhauser,200,3:40:49.200,
,Netherlands,31 May 1959,Jo  Bonnier  BON,BRM,75,2:05:26.800,
,France,05 Jul 1959,Tony  Brooks  BRO,Ferrari,50,2:01:26.500,
,Great Britain,18 Jul 1959,Jack  Brabham  BRA,Cooper Climax,75,2:30:11.600,
,Germany,02 Aug 1959,Tony  Brooks  BRO,Ferrari,60,2:09:31.600,
,Portugal,23 Aug 1959,Stirling  Moss  MOS,Cooper Climax,62,2:11:55.410,
,Italy,13 Sep 1959,Stirling  Moss  MOS,Cooper Climax,72,2:04:05.400,
,United States,12 Dec 1959,Bruce  McLaren  MCL,Cooper Climax,42,2:12:35.700,
