Unnamed: 0,Grand Prix,Date,Winner,Car,Laps,Time,Unnamed: 7
,Great Britain,13 May 1950,Nino  Farina  FAR,Alfa Romeo,70,2:13:23.600,
,Monaco,21 May 1950,Juan Manuel  Fangio  FAN,Alfa Romeo,100,3:13:18.700,
,Indianapolis 500,30 May 1950,Johnnie Parsons  PAR,Kurtis Kraft Offenhauser,138,2:46:55.970,
,Switzerland,04 Jun 1950,Nino  Farina  FAR,Alfa Romeo,42,2:02:53.700,
,Belgium,18 Jun 1950,Juan Manuel  Fangio  FAN,Alfa Romeo,35,2:47:26.000,
,France,02 Jul 1950,Juan Manuel  Fangio  FAN,Alfa Romeo,64,2:57:52.800,
,Italy,03 Sep 1950,Nino  Farina  FAR,Alfa Romeo,80,2:51:17.400,
